,Unnamed: 0,seismic_no,seismic_time,seismic_lat,seismic_lon,seismic_Dep,Mpf,well_name,well_uwi,well_date,well_lat,well_lon,well_Dep,dist,dt,dDep,Lateraldist,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,label
5582,5582,6180,2018-07-22 21:36:00,54.332,-117.67,3.5,2.69,ECA HZ SIMON 2-9-62-25,100020906225W500,2018-07-27 00:00:00,54.342489,-117.686095,3.9476400000000003,1.6281680662245683,4.1,0.4476399999999998,1.565423163963486,0.003485079191823738,0.0025514387407469803,0.46247618024882897,0.43280712263116966,0.4063798718685547,0.39744232628738174,0.00795923615229744,0.009734023773757693,0.29743847651346084,0.532133686230025,0.10496455177587001,5.757862324713223e-05,0.03280294017846983,0.045536822007464554,0.04035782371216827,0.03564155136763552,1
5624,5624,5378,2015-01-16 22:55:00,54.50100000000001,-117.376,2.19,2.7,ECA 102 HZ WAHIGAN 1-3-64-23,102010306423W500,2015-01-17 00:00:00,54.501712,-117.384046,3.3487400000000003,1.2724086530246708,0.04513888888888889,1.15874,0.5256856405610268,0.0074764023585319195,0.011108960286409985,0.8433302082902229,0.8468813840554754,0.8443832544919857,0.8424584967744874,0.0024873992841752362,0.0032011391914129957,0.06521333967492822,0.41567684939123295,0.022006213487632775,7.57385064448564e-05,0.024004881346507582,0.05220376920516638,0.053384615649394895,0.053199999861955095,1
5625,5625,5378,2015-01-16 22:55:00,54.50100000000001,-117.376,2.19,2.7,ECA 102 HZ WAHIGAN 1-3-64-23,102010306423W500,2015-01-18 00:00:00,54.501712,-117.384046,3.3487400000000003,1.2724086530246708,1.0451388888888888,1.15874,0.5256856405610268,0.0073959950198546655,0.0109894854522229,0.8342603462866931,0.8377733298066964,0.8353020671693347,0.8333980098687269,0.0033133381483066836,0.0041803283315645185,0.064511982145189,0.4112063209730892,0.031733886252284606,7.4923952673326e-05,0.028387901837080908,0.05164232722419559,0.052810473881091426,0.05262784360264833,1
5626,5626,5378,2015-01-16 22:55:00,54.50100000000001,-117.376,2.19,2.7,ECA 102 HZ WAHIGAN 1-3-64-23,102010306423W500,2015-01-18 00:00:00,54.501712,-117.384046,3.3487400000000003,1.2724086530246708,1.0451388888888888,1.15874,0.5256856405610268,0.0073959950198546655,0.0109894854522229,0.8342603462866931,0.8377733298066964,0.8353020671693347,0.8333980098687269,0.0033133381483066836,0.0041803283315645185,0.064511982145189,0.4112063209730892,0.031733886252284606,7.4923952673326e-05,0.028387901837080908,0.05164232722419559,0.052810473881091426,0.05262784360264833,1
5627,5627,5378,2015-01-16 22:55:00,54.50100000000001,-117.376,2.19,2.7,ECA 102 HZ WAHIGAN 1-3-64-23,102010306423W500,2015-01-19 00:00:00,54.501712,-117.384046,3.3487400000000003,1.2724086530246708,2.0451388888888893,1.15874,0.5256856405610268,0.007172757256645263,0.010657783207347034,0.8090793648042308,0.812486313831094,0.8100896427993226,0.8082430568046944,0.004326847570569447,0.005351823814521826,0.06256477821175802,0.3987946334225743,0.04486284166178294,7.266247797510087e-05,0.032911873507697156,0.050083575820833504,0.05121646360504407,0.05103934576606915,1
5628,5628,5378,2015-01-16 22:55:00,54.50100000000001,-117.376,2.19,2.7,ECA 102 HZ WAHIGAN 1-3-64-23,102010306423W500,2015-01-20 00:00:00,54.501712,-117.384046,3.3487400000000003,1.2724086530246708,3.045138888888889,1.15874,0.5256856405610268,0.006819636652015871,0.010133091974181352,0.7692477374020712,0.7724869595901106,0.7702082785994845,0.7684526015175089,0.0055394036145751625,0.006717053404676789,0.05948466389586207,0.37916165310016514,0.0621778750984287,6.908524578413756e-05,0.03740739751958261,0.04761792113002828,0.04869503593809818,0.048526637752689054,1
5631,5631,5378,2015-01-16 22:55:00,54.50100000000001,-117.376,2.19,2.7,ECA 102 HZ WAHIGAN 1-3-64-23,102010306423W500,2015-01-20 00:00:00,54.501712,-117.384046,3.3487400000000003,1.2724086530246708,3.045138888888889,1.15874,0.5256856405610268,0.006819636652015871,0.010133091974181352,0.7692477374020712,0.7724869595901106,0.7702082785994845,0.7684526015175089,0.0055394036145751625,0.006717053404676789,0.05948466389586207,0.37916165310016514,0.0621778750984287,6.908524578413756e-05,0.03740739751958261,0.04761792113002828,0.04869503593809818,0.048526637752689054,1
5634,5634,5378,2015-01-16 22:55:00,54.50100000000001,-117.376,2.19,2.7,ECA 102 HZ WAHIGAN 1-3-64-23,102010306423W500,2015-01-21 00:00:00,54.501712,-117.384046,3.3487400000000003,1.2724086530246708,4.045138888888889,1.15874,0.5256856405610268,0.006356556596242402,0.009445015316142016,0.71701280124393,0.7200320675504406,0.7179081179295448,0.7162716582021773,0.006952484087424218,0.008264971758585923,0.05544542208868757,0.3534150908675739,0.0844832383747584,6.439408684073762e-05,0.04168194379862663,0.04438447766406414,0.045388452155303814,0.045231488866659814,1
5640,5640,5378,2015-01-16 22:55:00,54.50100000000001,-117.376,2.19,2.7,ECA 102 HZ WAHIGAN 1-3-64-23,102010306423W500,2015-01-21 00:00:00,54.501712,-117.384046,3.3487400000000003,1.2724086530246708,4.045138888888889,1.15874,0.5256856405610268,0.006356556596242402,0.009445015316142016,0.71701280124393,0.7200320675504406,0.7179081179295448,0.7162716582021773,0.006952484087424218,0.008264971758585923,0.05544542208868757,0.3534150908675739,0.0844832383747584,6.439408684073762e-05,0.04168194379862663,0.04438447766406414,0.045388452155303814,0.045231488866659814,1
5646,5646,5378,2015-01-16 22:55:00,54.50100000000001,-117.376,2.19,2.7,ECA 102 HZ WAHIGAN 1-3-64-23,102010306423W500,2015-01-22 00:00:00,54.501712,-117.384046,3.3487400000000003,1.2724086530246708,5.045138888888889,1.15874,0.5256856405610268,0.005808555980672382,0.008630757765068884,0.6551989165558694,0.6579578910252059,0.6560170477264308,0.6545216676739432,0.00855465650973846,0.009969870697963483,0.0506654559269607,0.32294707183638144,0.1125358274324621,5.8842653656196495e-05,0.04553276373220403,0.040558078777591704,0.04147550033236556,0.041332068895046474,1
5653,5653,5388,2015-01-21 08:45:00,54.497,-117.37,1.97,2.66,ECA 102 HZ WAHIGAN 1-3-64-23,102010306423W500,2015-01-22 00:00:00,54.501712,-117.384046,3.3487400000000003,1.7316907399643584,0.6354166666666666,1.37874,1.0477732728402207,0.009368517699708466,0.00993231808771595,0.7356577820007278,0.7111422108056127,0.6869162355056024,0.6781984076175636,0.0028876587728547914,0.003729375707205114,0.10848806919120263,0.366014205333654,0.02745947351697016,8.637229737585322e-05,0.015295624964144793,0.03423002349475637,0.032621349513974295,0.03065740016302011,1
5654,5654,5378,2015-01-16 22:55:00,54.50100000000001,-117.376,2.19,2.7,ECA 102 HZ WAHIGAN 1-3-64-23,102010306423W500,2015-01-23 00:00:00,54.501712,-117.384046,3.3487400000000003,1.2724086530246708,6.045138888888888,1.15874,0.5256856405610268,0.005203553446914886,0.007731802786673484,0.5869552763205937,0.5894268839211121,0.5876881932945833,0.586348567740063,0.01031931163938743,0.011790256598929332,0.045388287330878484,0.28930983094885254,0.14695915410173846,5.2713771594377626e-05,0.04876246359456077,0.036333665600473866,0.037155531156991224,0.03702703912686513,1
5661,5661,5388,2015-01-21 08:45:00,54.497,-117.37,1.97,2.66,ECA 102 HZ WAHIGAN 1-3-64-23,102010306423W500,2015-01-23 00:00:00,54.501712,-117.384046,3.3487400000000003,1.7316907399643584,1.6354166666666667,1.37874,1.0477732728402207,0.009159882963946498,0.009711127646905989,0.7192748522909689,0.6953052372313164,0.6716187688327502,0.6630950849679323,0.003801729625472227,0.004813456722048556,0.10607206482695436,0.35786315311145556,0.039136793783836575,8.444880616648868e-05,0.017877881591713385,0.03346772873950638,0.03189487955851286,0.029974666908178772,1
5662,5662,5378,2015-01-16 22:55:00,54.50100000000001,-117.376,2.19,2.7,ECA 102 HZ WAHIGAN 1-3-64-23,102010306423W500,2015-01-23 00:00:00,54.501712,-117.384046,3.3487400000000003,1.2724086530246708,6.045138888888888,1.15874,0.5256856405610268,0.005203553446914886,0.007731802786673484,0.5869552763205937,0.5894268839211121,0.5876881932945833,0.586348567740063,0.01031931163938743,0.011790256598929332,0.045388287330878484,0.28930983094885254,0.14695915410173846,5.2713771594377626e-05,0.04876246359456077,0.036333665600473866,0.037155531156991224,0.03702703912686513,1
5669,5669,5388,2015-01-21 08:45:00,54.497,-117.37,1.97,2.66,ECA 102 HZ WAHIGAN 1-3-64-23,102010306423W500,2015-01-23 00:00:00,54.501712,-117.384046,3.3487400000000003,1.7316907399643584,1.6354166666666667,1.37874,1.0477732728402207,0.009159882963946498,0.009711127646905989,0.7192748522909689,0.6953052372313164,0.6716187688327502,0.6630950849679323,0.003801729625472227,0.004813456722048556,0.10607206482695436,0.35786315311145556,0.039136793783836575,8.444880616648868e-05,0.017877881591713385,0.03346772873950638,0.03189487955851286,0.029974666908178772,1
5670,5670,5378,2015-01-16 22:55:00,54.50100000000001,-117.376,2.19,2.7,ECA 102 HZ WAHIGAN 1-3-64-23,102010306423W500,2015-01-24 00:00:00,54.501712,-117.384046,3.3487400000000003,1.2724086530246708,7.045138888888888,1.15874,0.5256856405610268,0.004570013039908082,0.0067904442449889186,0.5154925944343508,0.5176632801165747,0.5161362776716755,0.5149597535300082,0.012203501513570136,0.01366918330330382,0.03986219553182235,0.25408592676101793,0.1881429969854338,4.6295791140930826e-05,0.05119562457079504,0.03190998752598019,0.032631789723008155,0.03251894178953518,1
5677,5677,5388,2015-01-21 08:45:00,54.497,-117.37,1.97,2.66,ECA 102 HZ WAHIGAN 1-3-64-23,102010306423W500,2015-01-24 00:00:00,54.501712,-117.384046,3.3487400000000003,1.7316907399643584,2.6354166666666665,1.37874,1.0477732728402207,0.00878000062912474,0.009308383871818567,0.6894447975465636,0.6664692599625165,0.6437651262678263,0.635594940033993,0.00490684298334063,0.0060906491737124325,0.10167300167249814,0.34302170910111807,0.05468445156327355,8.09465114553329e-05,0.02048568383616469,0.03207974168936756,0.03057212233953565,0.028731545517283023,1
5678,5678,5378,2015-01-16 22:55:00,54.50100000000001,-117.376,2.19,2.7,ECA 102 HZ WAHIGAN 1-3-64-23,102010306423W500,2015-01-25 00:00:00,54.501712,-117.384046,3.3487400000000003,1.2724086530246708,8.04513888888889,1.15874,0.5256856405610268,0.003934779844659083,0.005846570440420688,0.4438389678406915,0.4457079275563242,0.44439317891327546,0.44338019198326867,0.01414828402854979,0.015536294932439552,0.034321338292205135,0.21876790606507474,0.236137549042245,3.986066216510078e-05,0.05269454166625882,0.027474489605192696,0.02809596107844552,0.027998799041868538,1
5685,5685,5388,2015-01-21 08:45:00,54.497,-117.37,1.97,2.66,ECA 102 HZ WAHIGAN 1-3-64-23,102010306423W500,2015-01-25 00:00:00,54.501712,-117.384046,3.3487400000000003,1.7316907399643584,3.6354166666666665,1.37874,1.0477732728402207,0.008250585107965587,0.008747107955470528,0.6478727302744034,0.6262825691519046,0.604947446836618,0.5972699056019893,0.006208814348558468,0.007555368946864442,0.09554233409717847,0.32233822346556223,0.07490797503257503,7.606560752851707e-05,0.023012852520453476,0.030145400920781454,0.02872868783821714,0.026999093916621034,1
5686,5686,5378,2015-01-16 22:55:00,54.50100000000001,-117.376,2.19,2.7,ECA 102 HZ WAHIGAN 1-3-64-23,102010306423W500,2015-01-25 00:00:00,54.501712,-117.384046,3.3487400000000003,1.2724086530246708,8.04513888888889,1.15874,0.5256856405610268,0.003934779844659083,0.005846570440420688,0.4438389678406915,0.4457079275563242,0.44439317891327546,0.44338019198326867,0.01414828402854979,0.015536294932439552,0.034321338292205135,0.21876790606507474,0.236137549042245,3.986066216510078e-05,0.05269454166625882,0.027474489605192696,0.02809596107844552,0.027998799041868538,1
5693,5693,5388,2015-01-21 08:45:00,54.497,-117.37,1.97,2.66,ECA 102 HZ WAHIGAN 1-3-64-23,102010306423W500,2015-01-25 00:00:00,54.501712,-117.384046,3.3487400000000003,1.7316907399643584,3.6354166666666665,1.37874,1.0477732728402207,0.008250585107965587,0.008747107955470528,0.6478727302744034,0.6262825691519046,0.604947446836618,0.5972699056019893,0.006208814348558468,0.007555368946864442,0.09554233409717847,0.32233822346556223,0.07490797503257503,7.606560752851707e-05,0.023012852520453476,0.030145400920781454,0.02872868783821714,0.026999093916621034,1
5694,5694,5378,2015-01-16 22:55:00,54.50100000000001,-117.376,2.19,2.7,ECA 102 HZ WAHIGAN 1-3-64-23,102010306423W500,2015-01-26 00:00:00,54.501712,-117.384046,3.3487400000000003,1.2724086530246708,9.045138888888891,1.15874,0.5256856405610268,0.0033213069646163373,0.004935029630500625,0.37463988158278655,0.37621745114580646,0.3751076854162689,0.3742526336272181,0.016080837353490297,0.017311628585597993,0.028970286624696966,0.18465972652439935,0.2905545119854178,3.364597260577826e-05,0.0531721224726864,0.02319093247335463,0.023715510115284638,0.02363349664527628,1
5701,5701,5388,2015-01-21 08:45:00,54.497,-117.37,1.97,2.66,ECA 102 HZ WAHIGAN 1-3-64-23,102010306423W500,2015-01-26 00:00:00,54.501712,-117.384046,3.3487400000000003,1.7316907399643584,4.635416666666667,1.37874,1.0477732728402207,0.007600821426354343,0.008058241287928331,0.5968503888368002,0.5769605316798943,0.5573056280935585,0.5502327212446194,0.007701951267922406,0.009188261533385263,0.08801802667651097,0.2969529122346287,0.10059533296675854,7.007516339092393e-05,0.025344050307217963,0.027771340605104795,0.026466198847030553,0.024872816757623623,1
5702,5702,5378,2015-01-16 22:55:00,54.50100000000001,-117.376,2.19,2.7,ECA 102 HZ WAHIGAN 1-3-64-23,102010306423W500,2015-01-27 00:00:00,54.501712,-117.384046,3.3487400000000003,1.2724086530246708,10.045138888888891,1.15874,0.5256856405610268,0.0027484204637519953,0.004083794894657435,0.3100188955882004,0.31132435290250104,0.310406008746563,0.30969844336352825,0.017918395912256375,0.01891097732907731,0.023973251930140552,0.15280808929057638,0.3504901165808846,2.784243691345831e-05,0.05260026602959776,0.019190768592695053,0.019624862743361362,0.019556995635118823,1
5709,5709,5388,2015-01-21 08:45:00,54.497,-117.37,1.97,2.66,ECA 102 HZ WAHIGAN 1-3-64-23,102010306423W500,2015-01-27 00:00:00,54.501712,-117.384046,3.3487400000000003,1.7316907399643584,5.635416666666668,1.37874,1.0477732728402207,0.006864705165934665,0.007277825315799074,0.5390472578834521,0.5210836724344773,0.5033322860228402,0.4969443685254316,0.009366523734943292,0.01095460189113098,0.07949375054735724,0.2681939327752557,0.13243817486990866,6.328859858034062e-05,0.027363217903423796,0.025081771380101175,0.023903028601345147,0.022463960683957437,1
5717,5717,5388,2015-01-21 08:45:00,54.497,-117.37,1.97,2.66,ECA 102 HZ WAHIGAN 1-3-64-23,102010306423W500,2015-01-30 00:00:00,54.501712,-117.384046,3.3487400000000003,1.7316907399643584,8.635416666666666,1.37874,1.0477732728402207,0.004489721938585154,0.004759914839122535,0.35255298532897517,0.3408042646284656,0.3291943284278367,0.325016439846065,0.014956326179248395,0.016481617346909977,0.05199128399337323,0.17540683170950883,0.2683074467016891,4.139263124052554e-05,0.030574128397977574,0.016404226620340946,0.015633293683557016,0.014692100341143478,1
5726,5726,5388,2015-01-21 08:45:00,54.497,-117.37,1.97,2.66,ECA 102 HZ WAHIGAN 1-3-64-23,102010306423W500,2015-01-30 00:00:00,54.501712,-117.384046,3.3487400000000003,1.7316907399643584,8.635416666666666,1.37874,1.0477732728402207,0.004489721938585154,0.004759914839122535,0.35255298532897517,0.3408042646284656,0.3291943284278367,0.325016439846065,0.014956326179248395,0.016481617346909977,0.05199128399337323,0.17540683170950883,0.2683074467016891,4.139263124052554e-05,0.030574128397977574,0.016404226620340946,0.015633293683557016,0.014692100341143478,1
5735,5735,5388,2015-01-21 08:45:00,54.497,-117.37,1.97,2.66,ECA 102 HZ WAHIGAN 1-3-64-23,102010306423W500,2015-01-31 00:00:00,54.501712,-117.384046,3.3487400000000003,1.7316907399643584,9.635416666666666,1.37874,1.0477732728402207,0.0037456148799532513,0.003971027179991918,0.29412238127074036,0.28432084262799073,0.27463508694351113,0.2711496235110915,0.016801378531637004,0.01815120219508413,0.04337447387996201,0.14633566351853733,0.32629498426718967,3.453239590685842e-05,0.030492114994221473,0.013685461185294952,0.013042299332742917,0.012257095296394935,1
5737,5737,5378,2015-01-16 22:55:00,54.50100000000001,-117.376,2.19,2.7,ECA 103 HZ WAHIGAN 1-3-64-23,103010306423W500,2015-01-17 00:00:00,54.50247099999999,-117.382102,3.3445400000000003,1.230879696067248,0.04513888888888889,1.15454,0.4267343606865998,0.006893830113403144,0.01093278456771161,0.8349394854925608,0.8443832544919667,0.8468813840554754,0.8466067393910686,0.0023127905225940326,0.0029679318289866866,0.05559772854287381,0.39808784644557876,0.02116930652019036,6.805571436422535e-05,0.024236723569020523,0.05137249468394693,0.053245930939094556,0.05366179022102418,1
5738,5738,5378,2015-01-16 22:55:00,54.50100000000001,-117.376,2.19,2.7,ECA 103 HZ WAHIGAN 1-3-64-23,103010306423W500,2015-01-18 00:00:00,54.50247099999999,-117.382102,3.3445400000000003,1.230879696067248,1.0451388888888888,1.15454,0.4267343606865998,0.006819688232572013,0.01081520447112702,0.8259598641766485,0.835302067169316,0.8377733298066964,0.8375016388953765,0.0030807506926230585,0.003875785702835583,0.05499978515055072,0.3938064845341349,0.030527031173672944,6.732378761505018e-05,0.028662075833585397,0.05081999290827224,0.05267328069946166,0.053084667490944586,1
5739,5739,5378,2015-01-16 22:55:00,54.50100000000001,-117.376,2.19,2.7,ECA 103 HZ WAHIGAN 1-3-64-23,103010306423W500,2015-01-18 00:00:00,54.50247099999999,-117.382102,3.3445400000000003,1.230879696067248,1.0451388888888888,1.15454,0.4267343606865998,0.006819688232572013,0.01081520447112702,0.8259598641766485,0.835302067169316,0.8377733298066964,0.8375016388953765,0.0030807506926230585,0.003875785702835583,0.05499978515055072,0.3938064845341349,0.030527031173672944,6.732378761505018e-05,0.028662075833585397,0.05081999290827224,0.05267328069946166,0.053084667490944586,1
5740,5740,5378,2015-01-16 22:55:00,54.50100000000001,-117.376,2.19,2.7,ECA 103 HZ WAHIGAN 1-3-64-23,103010306423W500,2015-01-19 00:00:00,54.50247099999999,-117.382102,3.3445400000000003,1.230879696067248,2.0451388888888893,1.15454,0.4267343606865998,0.006613845483525006,0.01048876265385898,0.8010294211349006,0.8100896427993044,0.812486313831094,0.8122228235298564,0.004023114470437801,0.0049619361397518855,0.053339693576523683,0.38191998670541055,0.043156686044092854,6.5291713267025e-05,0.03322974060276611,0.04928606251584975,0.0510834114076784,0.05148238106436094,1
5741,5741,5378,2015-01-16 22:55:00,54.50100000000001,-117.376,2.19,2.7,ECA 103 HZ WAHIGAN 1-3-64-23,103010306423W500,2015-01-20 00:00:00,54.50247099999999,-117.382102,3.3445400000000003,1.230879696067248,3.045138888888889,1.15454,0.4267343606865998,0.00628824055469461,0.009972392438386626,0.7615940989294787,0.7702082785994672,0.7724869595901106,0.7722364411281751,0.005150552330749163,0.00622770688954138,0.05071373759160058,0.36311775880336955,0.059813220364897036,6.207734974666745e-05,0.03776868296207978,0.04685967004602586,0.04856853400734547,0.04894786206716984,1
5744,5744,5378,2015-01-16 22:55:00,54.50100000000001,-117.376,2.19,2.7,ECA 103 HZ WAHIGAN 1-3-64-23,103010306423W500,2015-01-20 00:00:00,54.50247099999999,-117.382102,3.3445400000000003,1.230879696067248,3.045138888888889,1.15454,0.4267343606865998,0.00628824055469461,0.009972392438386626,0.7615940989294787,0.7702082785994672,0.7724869595901106,0.7722364411281751,0.005150552330749163,0.00622770688954138,0.05071373759160058,0.36311775880336955,0.059813220364897036,6.207734974666745e-05,0.03776868296207978,0.04685967004602586,0.04856853400734547,0.04894786206716984,1
5747,5747,5378,2015-01-16 22:55:00,54.50100000000001,-117.376,2.19,2.7,ECA 103 HZ WAHIGAN 1-3-64-23,103010306423W500,2015-01-21 00:00:00,54.50247099999999,-117.382102,3.3445400000000003,1.230879696067248,4.045138888888889,1.15454,0.4267343606865998,0.005861244376544234,0.009295227908631522,0.7098788748192969,0.7179081179295286,0.7200320675504406,0.7197985602738872,0.006464438342560753,0.007662857277116916,0.04727007605496171,0.3384606398717771,0.08127029986229378,5.786205440912787e-05,0.042084513357269294,0.04367771480035662,0.045270540201427824,0.04562411039935086,1
5753,5753,5378,2015-01-16 22:55:00,54.50100000000001,-117.376,2.19,2.7,ECA 103 HZ WAHIGAN 1-3-64-23,103010306423W500,2015-01-22 00:00:00,54.50247099999999,-117.382102,3.3445400000000003,1.230879696067248,5.045138888888889,1.15454,0.4267343606865998,0.005355944773257247,0.008493883574058163,0.6486800080285742,0.656017047726416,0.6579578910252059,0.65774451447971,0.007954142555898805,0.009243552000094827,0.04319490888167271,0.30928184846361134,0.10825603535837111,5.2873749663585e-05,0.04597252500360755,0.039912246148439585,0.04136775360274719,0.04169084240981412,1
5760,5760,5388,2015-01-21 08:45:00,54.497,-117.37,1.97,2.66,ECA 103 HZ WAHIGAN 1-3-64-23,103010306423W500,2015-01-22 00:00:00,54.50247099999999,-117.382102,3.3445400000000003,1.6943200733604569,0.6354166666666666,1.37454,0.9906363103542004,0.009095488699132773,0.010011910596463138,0.7456511970254041,0.7237468337477673,0.7014839168622463,0.6933655749032439,0.002822385453061729,0.003639059561337208,0.1009960113388978,0.36436813603550045,0.027394224832801118,8.266365155260669e-05,0.015696372159270635,0.03461058648840366,0.03324106365159112,0.03144309516732519,1
5761,5761,5378,2015-01-16 22:55:00,54.50100000000001,-117.376,2.19,2.7,ECA 103 HZ WAHIGAN 1-3-64-23,103010306423W500,2015-01-22 00:00:00,54.50247099999999,-117.382102,3.3445400000000003,1.230879696067248,5.045138888888889,1.15454,0.4267343606865998,0.005355944773257247,0.008493883574058163,0.6486800080285742,0.656017047726416,0.6579578910252059,0.65774451447971,0.007954142555898805,0.009243552000094827,0.04319490888167271,0.30928184846361134,0.10825603535837111,5.2873749663585e-05,0.04597252500360755,0.039912246148439585,0.04136775360274719,0.04169084240981412,1
5768,5768,5388,2015-01-21 08:45:00,54.497,-117.37,1.97,2.66,ECA 103 HZ WAHIGAN 1-3-64-23,103010306423W500,2015-01-22 00:00:00,54.50247099999999,-117.382102,3.3445400000000003,1.6943200733604569,0.6354166666666666,1.37454,0.9906363103542004,0.009095488699132773,0.010011910596463138,0.7456511970254041,0.7237468337477673,0.7014839168622463,0.6933655749032439,0.002822385453061729,0.003639059561337208,0.1009960113388978,0.36436813603550045,0.027394224832801118,8.266365155260669e-05,0.015696372159270635,0.03461058648840366,0.03324106365159112,0.03144309516732519,1
5769,5769,5378,2015-01-16 22:55:00,54.50100000000001,-117.376,2.19,2.7,ECA 103 HZ WAHIGAN 1-3-64-23,103010306423W500,2015-01-23 00:00:00,54.50247099999999,-117.382102,3.3445400000000003,1.230879696067248,6.045138888888888,1.15454,0.4267343606865998,0.0047980849249114705,0.007609185018884478,0.5811153586112351,0.58768819329457,0.5894268839211121,0.5892357320646954,0.009594923626096917,0.010931320301769439,0.03869585104254849,0.27706793805484475,0.1413702262261497,4.736657152461739e-05,0.04923341772142274,0.035755101045920744,0.037059007017744734,0.03734844382118899,1
5776,5776,5388,2015-01-21 08:45:00,54.497,-117.37,1.97,2.66,ECA 103 HZ WAHIGAN 1-3-64-23,103010306423W500,2015-01-23 00:00:00,54.50247099999999,-117.382102,3.3445400000000003,1.6943200733604569,1.6354166666666667,1.37454,0.9906363103542004,0.008892934256456255,0.009788947648778206,0.7290457162600925,0.707629158117798,0.6858620312740513,0.6779244829244259,0.003715794432594541,0.004696886847203957,0.0987468533809255,0.35625374139821303,0.03904379767102282,8.082275103327114e-05,0.018346284217919624,0.03383981668275985,0.03250079280473001,0.030742864665334737,1
5777,5777,5378,2015-01-16 22:55:00,54.50100000000001,-117.376,2.19,2.7,ECA 103 HZ WAHIGAN 1-3-64-23,103010306423W500,2015-01-24 00:00:00,54.50247099999999,-117.382102,3.3445400000000003,1.230879696067248,7.045138888888888,1.15454,0.4267343606865998,0.0042139109162859095,0.0066827553736365205,0.5103636954317696,0.5161362776716638,0.5176632801165747,0.5174954012842846,0.011346848422208745,0.01267336462936539,0.03398457336104301,0.24333450261797523,0.18098782759924673,4.159962066913711e-05,0.051690078478402374,0.03140186407040119,0.03254701754193565,0.03280121498210102,1
5784,5784,5388,2015-01-21 08:45:00,54.497,-117.37,1.97,2.66,ECA 103 HZ WAHIGAN 1-3-64-23,103010306423W500,2015-01-24 00:00:00,54.50247099999999,-117.382102,3.3445400000000003,1.6943200733604569,2.6354166666666665,1.37454,0.9906363103542004,0.008524122925344718,0.009382976491406155,0.6988104403319204,0.6782820782662531,0.6574176864247231,0.6498093272592482,0.004795927547543035,0.005943148894204391,0.09465158432931244,0.3414790435550179,0.05455451139865953,7.747083753283835e-05,0.02102241119165505,0.032436398252416884,0.031152906908936906,0.02946788426939036,1
5785,5785,5378,2015-01-16 22:55:00,54.50100000000001,-117.376,2.19,2.7,ECA 103 HZ WAHIGAN 1-3-64-23,103010306423W500,2015-01-24 00:00:00,54.50247099999999,-117.382102,3.3445400000000003,1.230879696067248,7.045138888888888,1.15454,0.4267343606865998,0.0042139109162859095,0.0066827553736365205,0.5103636954317696,0.5161362776716638,0.5176632801165747,0.5174954012842846,0.011346848422208745,0.01267336462936539,0.03398457336104301,0.24333450261797523,0.18098782759924673,4.159962066913711e-05,0.051690078478402374,0.03140186407040119,0.03254701754193565,0.03280121498210102,1
5792,5792,5388,2015-01-21 08:45:00,54.497,-117.37,1.97,2.66,ECA 103 HZ WAHIGAN 1-3-64-23,103010306423W500,2015-01-24 00:00:00,54.50247099999999,-117.382102,3.3445400000000003,1.6943200733604569,2.6354166666666665,1.37454,0.9906363103542004,0.008524122925344718,0.009382976491406155,0.6988104403319204,0.6782820782662531,0.6574176864247231,0.6498093272592482,0.004795927547543035,0.005943148894204391,0.09465158432931244,0.3414790435550179,0.05455451139865953,7.747083753283835e-05,0.02102241119165505,0.032436398252416884,0.031152906908936906,0.02946788426939036,1
5793,5793,5378,2015-01-16 22:55:00,54.50100000000001,-117.376,2.19,2.7,ECA 103 HZ WAHIGAN 1-3-64-23,103010306423W500,2015-01-25 00:00:00,54.50247099999999,-117.382102,3.3445400000000003,1.230879696067248,8.04513888888889,1.15454,0.4267343606865998,0.0036281760239625445,0.005753850354768581,0.4394229873512673,0.44439317891326546,0.4457079275563242,0.4455633839325159,0.013155112418169067,0.014404454626091558,0.029260707381495735,0.20951093313086264,0.2271571235738066,3.5817260809758325e-05,0.053203472307400426,0.02703699546367687,0.028022972256190732,0.02824183617526323,1
5800,5800,5388,2015-01-21 08:45:00,54.497,-117.37,1.97,2.66,ECA 103 HZ WAHIGAN 1-3-64-23,103010306423W500,2015-01-25 00:00:00,54.50247099999999,-117.382102,3.3445400000000003,1.6943200733604569,3.6354166666666665,1.37454,0.9906363103542004,0.008010136290084542,0.008817202797410752,0.6566736445516832,0.6373830994248311,0.6177767864089235,0.610627195255309,0.006068468845024975,0.00737239682030381,0.08894429341181302,0.3208885773984531,0.07472998011211078,7.279950941344932e-05,0.023615791996351655,0.03048055184525767,0.029274452322942,0.02769103299489424,1
5801,5801,5378,2015-01-16 22:55:00,54.50100000000001,-117.376,2.19,2.7,ECA 103 HZ WAHIGAN 1-3-64-23,103010306423W500,2015-01-25 00:00:00,54.50247099999999,-117.382102,3.3445400000000003,1.230879696067248,8.04513888888889,1.15454,0.4267343606865998,0.0036281760239625445,0.005753850354768581,0.4394229873512673,0.44439317891326546,0.4457079275563242,0.4455633839325159,0.013155112418169067,0.014404454626091558,0.029260707381495735,0.20951093313086264,0.2271571235738066,3.5817260809758325e-05,0.053203472307400426,0.02703699546367687,0.028022972256190732,0.02824183617526323,1
