yr,mo,dy,hh,mm,ss,lat,lon,max,ML,MN,MB,MW,MS,MC,MD,MZ,Mpf,Tmpf,Dep,Dep_err,DD,flag,zf,mf,MwAsg,eventType,latGSC,lonGSC,mGSC,mtGSC,latANSS,lonANSS,mANSS,mtANSS,latAGS,lonAGS,mAGS,mtAGS,MwNMX,MwNA15,MwGSC,MwAGS,MwANSS
1966,7,5,3,16,0,50.33,-114,2.9,2.9,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.9,ML,0,-9.99,Z,4,0,-0.06,2.8,3,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1966,10,13,15,57,0,50.4,-118,3.1,3.1,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,3.1,ML,0,-9.99,Z,4,0,-0.06,3,3,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1966,11,6,10,50,0,48.3,-119.5,4.1,3.8,-9.99,-9.99,-9.99,-9.99,4.1,-9.99,-9.99,3.8,ML,0,-9.99,Z,4,0,-0.06,3.7,3,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1966,11,13,23,28,0,48.5,-119,3.2,3.2,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,3.2,ML,0,-9.99,Z,4,0,-0.06,3.1,3,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1966,11,16,20,20,0,48.3,-120.4,3.6,3.6,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,3.6,ML,0,-9.99,Z,4,0,-0.06,3.5,3,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1966,12,8,12,44,0,48.3,-120,3.8,3.8,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,3.8,ML,0,-9.99,Z,4,0,-0.06,3.7,3,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1966,12,22,20,13,0,48.3,-120,3.2,3.2,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,3.2,ML,0,-9.99,Z,4,0,-0.06,3.1,3,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1967,1,30,22,53,0,54.8,-117.2,3.3,3.3,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,3.3,ML,0,-9.99,Z,4,0,-0.06,3.2,3,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1967,2,2,23,27,0,53.7,-119.6,2.8,2.8,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.8,ML,0,-9.99,Z,4,0,-0.06,2.7,3,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1967,2,6,8,33,0,52.1,-117.9,2.6,2.6,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.6,ML,0,-9.99,Z,4,0,-0.06,2.5,3,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1967,2,12,21,10,0,51.83,-116,2.2,2.2,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.2,ML,0,-9.99,Z,4,0,-0.06,2.1,3,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1967,2,24,8,27,0,50.2,-118.6,2.7,2.7,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.7,ML,0,-9.99,Z,4,0,-0.06,2.6,3,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1967,3,12,20,46,0,52.8,-116.9,2.3,2.3,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.3,ML,0,-9.99,Z,4,0,-0.06,2.2,3,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1967,4,5,2,55,0,48.2,-119.1,3.4,3.4,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,3.4,ML,0,-9.99,Z,4,0,-0.06,3.3,3,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1967,4,20,14,43,0,48.13,-119.35,3.2,3.2,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,3.2,ML,0,-9.99,Z,4,0,-0.06,3.1,3,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1967,4,20,15,19,0,48.2,-119.42,3.3,3.3,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,3.3,ML,0,-9.99,Z,4,0,-0.06,3.2,3,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1967,6,3,4,56,0,48.17,-119.5,3.2,3.2,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,3.2,ML,0,-9.99,Z,4,0,-0.06,3.1,3,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1967,6,4,3,26,0,52.2,-120,3.4,3.4,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,3.4,ML,0,-9.99,Z,4,0,-0.06,3.3,3,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1967,6,6,17,12,0,48.2,-119.4,3.3,3.3,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,3.3,ML,0,-9.99,Z,4,0,-0.06,3.2,3,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1967,6,6,22,36,0,48.2,-119,3.2,3.2,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,3.2,ML,0,-9.99,Z,4,0,-0.06,3.1,3,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1967,8,23,21,12,0,48.4,-113.7,4.3,4.3,-9.99,4.3,-9.99,-9.99,-9.99,-9.99,-9.99,4.3,ML,0,-9.99,Z,4,0,-0.06,4.2,3,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1967,11,2,5,0,0,52,-117.4,1.6,1.6,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,1.6,ML,0,-9.99,Z,4,0,-0.06,1.5,3,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1967,11,2,7,33,0,52.2,-117.7,2,2,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2,ML,0,-9.99,Z,4,0,-0.06,1.9,3,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1967,11,4,1,49,0,52.2,-117.7,2.3,2.3,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.3,ML,0,-9.99,Z,4,0,-0.06,2.2,3,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1967,11,6,23,34,0,52.7,-116.2,2.5,2.5,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.5,ML,0,-9.99,Z,4,0,-0.06,2.4,3,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1967,11,7,11,0,0,52.3,-118,1.6,1.6,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,1.6,ML,0,-9.99,Z,4,0,-0.06,1.5,3,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1967,11,12,2,23,0,53.9,-117.3,3.4,3.4,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,3.4,ML,0,-9.99,Z,4,0,-0.06,3.3,3,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1967,11,14,5,0,0,52.2,-117.9,2.4,2.4,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.4,ML,0,-9.99,Z,4,0,-0.06,2.3,3,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1967,11,14,10,37,0,52.2,-117.9,2.2,2.2,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.2,ML,0,-9.99,Z,4,0,-0.06,2.1,3,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1968,2,4,16,43,0,51.9,-119.5,2.5,2.5,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.5,ML,18,-9.99,G,4,0,-0.06,2.4,3,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1968,2,4,16,49,0,51.9,-119.5,1.9,1.9,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,1.9,ML,18,-9.99,G,4,0,-0.06,1.8,3,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1968,3,6,18,29,0,52.5,-116.7,2.2,2.2,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.2,ML,18,-9.99,G,4,0,-0.06,2.1,3,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1968,3,14,21,5,0,50.8,-115.4,2.9,2.9,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.9,ML,18,-9.99,G,4,0,-0.06,2.8,3,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1968,3,21,11,24,0,48.6,-112.2,3.3,3.3,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,3.3,ML,18,-9.99,G,4,0,-0.06,3.2,3,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1968,4,12,10,26,0,48.6,-116.17,3.6,3.6,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,3.6,ML,18,-9.99,G,4,0,-0.06,3.5,3,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1968,7,14,3,32,0,50.58,-117.5,3.7,3.7,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,3.7,ML,18,-9.99,G,4,0,-0.06,3.6,3,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1968,7,23,23,5,0,48.4,-114.9,3.1,3.1,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,3.1,ML,18,-9.99,G,4,0,-0.06,3,3,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1968,7,26,22,23,0,52.28,-118.68,3.3,3.3,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,3.3,ML,18,-9.99,G,4,0,-0.06,3.2,3,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1968,7,27,4,52,0,52.3,-118.7,3,3,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,3,ML,18,-9.99,G,4,0,-0.06,2.9,3,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1968,8,10,21,10,0,52.88,-119.63,3.2,3.2,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,3.2,ML,18,-9.99,G,4,0,-0.06,3.1,3,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1968,8,15,13,43,0,50.4,-114.2,3.3,3.3,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,3.3,ML,18,-9.99,G,4,0,-0.06,3.2,3,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1968,8,31,8,31,0,49.42,-116.92,3.7,3.7,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,3.7,ML,18,-9.99,G,4,0,-0.06,3.6,3,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1968,9,28,21,40,0,54.4,-120.9,3.1,3.1,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,3.1,ML,18,-9.99,G,4,0,-0.06,3,3,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1968,11,13,11,59,0,52.32,-120.12,3.2,3.2,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,3.2,ML,18,-9.99,G,4,0,-0.06,3.1,3,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1968,11,22,0,33,0,48.5,-119.8,2.5,2.5,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.5,ML,18,-9.99,G,4,0,-0.06,2.4,3,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1968,12,13,8,50,0,52.4,-120.2,4.5,3.7,-9.99,4.5,-9.99,-9.99,-9.99,-9.99,-9.99,3.7,ML,18,-9.99,G,4,0,-0.06,3.6,3,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1969,2,22,20,12,0,50.17,-119,2.6,2.6,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.6,ML,18,-9.99,G,4,0,-0.06,2.5,3,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1969,2,28,0,37,0,48,-120,2.6,2.6,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.6,ML,18,-9.99,G,4,0,-0.06,2.5,3,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1969,3,7,0,55,0,48.9,-120,2.2,2.2,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.2,ML,18,-9.99,G,4,0,-0.06,2.1,3,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1969,3,20,0,39,0,48.1,-121,3.2,3.2,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,3.2,ML,18,-9.99,G,4,0,-0.06,3.1,3,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1969,3,27,0,35,0,48.8,-119.8,2.7,2.7,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.7,ML,18,-9.99,G,4,0,-0.06,2.6,3,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1969,4,1,16,45,0,48.01,-114.14,4.7,-9.99,-9.99,4.7,-9.99,-9.99,-9.99,-9.99,4.7,4.7,MB,10,-9.99,Z,4,0,-0.06,4.6,3,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1969,4,1,17,5,0,48.04,-114.34,4.5,-9.99,-9.99,4.5,-9.99,-9.99,-9.99,-9.99,4.5,4.5,MB,29,-9.99,Z,4,0,-0.06,4.4,3,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1969,4,10,23,55,0,48.5,-119,2.5,2.5,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.5,ML,18,-9.99,G,4,0,-0.06,2.4,3,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1969,5,4,15,40,0,53.7,-118,3.2,3.2,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,3.2,ML,18,-9.99,G,4,0,-0.06,3.1,3,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1969,5,5,4,35,0,53.33,-117,2.9,2.9,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.9,ML,18,-9.99,G,4,0,-0.06,2.8,3,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1969,5,10,17,48,0,49.14,-118.77,3.4,-9.99,-9.99,3.4,-9.99,-9.99,-9.99,-9.99,3.4,3.4,MB,20,-9.99,Z,4,0,-0.06,3.3,3,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1969,5,16,8,40,0,55.3,-120,2.7,2.7,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.7,ML,18,-9.99,G,4,0,-0.06,2.6,3,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1969,6,11,13,3,0,48.1,-114.1,4.1,-9.99,-9.99,4.1,-9.99,-9.99,-9.99,-9.99,4.1,4.1,MB,31,-9.99,Z,4,0,-0.06,4,3,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1969,6,22,8,16,0,49.8,-116.8,2.7,2.7,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.7,ML,18,-9.99,G,4,0,-0.06,2.6,3,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1969,7,17,19,10,0,49,-119,2.5,2.5,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.5,ML,18,-9.99,G,4,0,-0.06,2.4,3,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1969,7,24,23,6,0,49,-118.5,2.3,2.3,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.3,ML,18,-9.99,G,4,0,-0.06,2.2,3,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1969,8,21,5,57,0,53.8,-122.8,2.8,2.8,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.8,ML,18,-9.99,G,4,0,-0.06,2.7,3,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1969,8,26,1,25,0,51.9,-120,3,3,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,3,ML,18,-9.99,G,4,0,-0.06,2.9,3,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1969,9,12,19,11,0,48.8,-118.5,2.6,2.6,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.6,ML,18,-9.99,G,4,0,-0.06,2.5,3,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1969,11,7,0,11,0,48.02,-114.25,4.3,-9.99,-9.99,4.3,-9.99,-9.99,-9.99,-9.99,4.3,4.3,MB,4,-9.99,Z,4,0,-0.06,4.2,3,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1969,11,14,20,10,0,49,-119,2.7,2.7,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.7,ML,18,-9.99,G,4,0,-0.06,2.6,3,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1969,11,29,21,56,0,54,-116.5,2.7,2.7,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.7,ML,18,-9.99,G,4,0,-0.06,2.6,3,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1970,1,15,14,22,0,53.64,-114.38,2.9,-9.99,2.9,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.9,MN,18,-9.99,G,4,0,-0.05,2.9,3,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1970,2,8,14,41,0,51.14,-112.9,2.8,-9.99,2.8,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.8,MN,18,-9.99,G,4,0,-0.05,2.8,3,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1970,3,8,18,52,0,55.16,-116.33,5.1,-9.99,4.6,5.1,-9.99,-9.99,-9.99,-9.99,-9.99,4.6,MN,18,-9.99,G,4,0,-0.05,4.6,3,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1970,3,21,17,59,0,53.65,-114.44,3.1,-9.99,3.1,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,3.1,MN,18,-9.99,G,4,0,-0.05,3.1,3,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1970,4,11,6,31,0,48.82,-112.27,3.3,-9.99,3.3,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,3.3,MN,18,-9.99,G,4,0,-0.05,3.3,3,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1970,4,12,7,50,0,48.1,-114.39,2.1,-9.99,2.1,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.1,MN,18,-9.99,G,4,0,-0.05,2.1,3,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1970,4,27,10,30,0,48.01,-114.36,2.6,-9.99,2.6,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,2.6,MN,18,-9.99,G,4,0,-0.05,2.6,3,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1970,5,23,15,8,0,48.03,-114.29,3.6,-9.99,-9.99,3.6,-9.99,-9.99,-9.99,-9.99,3.6,3.6,MB,17,-9.99,Z,4,0,-0.06,3.5,3,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1970,5,30,19,36,0,49.2,-113.6,3.7,-9.99,2.8,3.7,-9.99,-9.99,-9.99,-9.99,-9.99,2.8,MN,18,-9.99,G,4,0,-0.05,2.8,3,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1970,11,16,2,41,0,50.6,-120.6,3.2,3.2,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,-9.99,3.2,ML,18,-9.99,G,4,0,-0.06,3.1,3,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
1970,11,27,22,17,0,52.64,-119.13,4.3,-9.99,3.8,4.3,-9.99,-9.99,-9.99,-9.99,-9.99,3.8,MN,10,-9.99,G,4,0,-0.05,3.8,3,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,NA,-9.99,-9.99,-9.99,-9.99,-9.99
